CustomerID,Age,Gender,City,TenureMonths,PlanType,MonthlyCharges,InternetSpeedMbps,SupportTickets,PaymentDelayDays,ContractType,Churn
100895,28,Female,Pune,115,Standard,1173.57,50,5,9,Annual,0
100896,59,Male,Chennai,34,Basic,812.53,50,4,4,Annual,0
100897,74,Other,Hyderabad,48,Standard,666.77,200,3,17,Annual,0
100898,67,Female,Chennai,27,Basic,1368.18,1000,5,24,Monthly,0
100899,51,Female,Mumbai,71,Premium,3056.93,100,3,18,Annual,1
100900,45,Female,Mumbai,42,Standard,855.24,100,3,19,Monthly,1
100901,49,Female,Kolkata,98,Premium,2199.15,100,3,29,Monthly,1
100902,29,Male,Hyderabad,42,Basic,738.03,100,1,19,Biannual,0
100903,49,Female,Bengaluru,86,Standard,448.04,200,3,20,Biannual,0
100904,54,Male,Mumbai,41,Basic,231.43,1000,0,12,Monthly,1
100905,51,Male,Hyderabad,52,Standard,1158.05,1000,1,26,Biannual,0
100906,27,Male,Mumbai,103,Basic,750.14,500,3,16,Monthly,0
100907,47,Male,Pune,82,Standard,3842.17,50,1,23,Monthly,0
100908,32,Female,Hyderabad,108,Standard,756.41,50,1,1,Biannual,1
100909,20,Female,Chennai,4,Family,2164.15,50,1,23,Biannual,0
100910,27,Female,Delhi,30,Standard,2214.96,100,1,27,Biannual,1
100911,29,Female,Mumbai,48,Standard,2445.3,1000,0,1,Biannual,0
100912,72,Other,Hyderabad,8,Basic,3808.39,1000,1,27,Monthly,0
100913,19,Male,Chennai,18,Basic,2392.89,200,4,16,Monthly,0
100914,52,Female,Bengaluru,94,Basic,1523.68,500,4,3,Monthly,1
100915,35,Male,Kolkata,51,Family,2011.21,200,3,4,Annual,0
100916,23,Female,Chennai,93,Family,3370.59,1000,2,14,Biannual,0
100917,65,Female,Kolkata,9,Premium,2252.01,200,0,8,Monthly,0
100918,56,Female,Kolkata,120,Family,340.6,100,1,18,Annual,0
100919,49,Male,Delhi,6,Family,2323.91,100,2,5,Monthly,0
100920,68,Male,Pune,76,Family,2769.18,500,1,11,Monthly,0
100921,32,Male,Delhi,92,Basic,1022.69,50,0,20,Annual,1
100922,72,Female,Mumbai,75,Standard,2626.07,1000,2,14,Annual,0
100923,74,Female,Pune,19,Standard,1536.59,500,4,2,Biannual,0
100924,35,Female,Mumbai,35,Family,3388.99,500,2,22,Annual,0
100925,40,Male,Mumbai,36,Standard,1304.31,500,1,16,Monthly,0
100926,34,Female,Kolkata,92,Family,3718.74,500,2,19,Monthly,0
100927,66,Female,Kolkata,18,Basic,3014.47,500,3,17,Annual,0
100928,23,Female,Kolkata,15,Standard,1043.54,100,0,16,Monthly,0
100929,67,Female,Pune,58,Standard,3496.07,200,2,17,Monthly,0
100930,57,Female,Pune,33,Standard,3330.99,500,3,26,Biannual,0
100931,38,Female,Bengaluru,64,Basic,919.15,50,2,29,Monthly,0
100932,20,Female,Chennai,51,Basic,3605.44,50,2,23,Biannual,0
100933,40,Male,Delhi,3,Standard,872.81,50,2,6,Annual,0
100934,22,Female,Kolkata,38,Family,3516.01,100,1,2,Monthly,1
100935,64,Male,Kolkata,113,Basic,3561.8,200,1,7,Annual,0
100936,51,Other,Delhi,105,Premium,2614.08,500,1,28,Biannual,0
100937,57,Female,Bengaluru,41,Standard,2625.28,1000,0,17,Monthly,1
100938,69,Female,Bengaluru,82,Family,3916.9,500,5,19,Annual,0
100939,50,Female,Pune,68,Standard,1923.44,500,2,16,Monthly,0
100940,42,Male,Kolkata,87,Family,1875.01,100,1,18,Monthly,0
100941,67,Male,Chennai,30,Standard,1023.12,50,1,15,Monthly,0
100942,72,Male,Kolkata,108,Basic,2874.2,100,3,8,Monthly,0
100943,28,Female,Kolkata,10,Basic,3838.23,200,3,17,Monthly,0
100944,34,Male,Bengaluru,21,Premium,1853.61,50,3,1,Biannual,1
100945,59,Other,Delhi,26,Standard,529.36,100,2,24,Biannual,1
100946,50,Other,Chennai,62,Family,2479.44,1000,3,25,Monthly,0
100947,73,Male,Pune,47,Basic,2232.6,50,3,4,Monthly,0
100948,69,Female,Mumbai,13,Basic,2641.04,1000,1,9,Monthly,1
100949,61,Female,Kolkata,11,Basic,2206.28,500,0,16,Biannual,0
100950,37,Male,Mumbai,106,Standard,1647.14,500,1,16,Annual,0
100951,36,Male,Mumbai,87,Standard,1645.86,1000,4,9,Annual,1
100952,62,Female,Hyderabad,18,Basic,3855.5,100,3,8,Annual,1
100953,36,Male,Pune,12,Basic,1160.65,500,3,27,Monthly,0
100954,18,Male,Delhi,34,Basic,1647.65,500,0,22,Annual,0
100955,30,Female,Delhi,6,Standard,3290.21,1000,1,23,Biannual,0
100956,63,Male,Bengaluru,108,Premium,1519.18,100,1,21,Monthly,0
100957,39,Female,Mumbai,100,Premium,304.84,500,0,8,Monthly,0
100958,34,Female,Kolkata,110,Basic,3531.99,1000,1,1,Annual,0
100959,64,Male,Chennai,41,Basic,2855.56,200,2,0,Monthly,0
100960,45,Male,Chennai,52,Basic,1704.99,200,3,12,Annual,0
100961,36,Male,Delhi,108,Standard,2791.03,500,4,16,Monthly,0
100962,33,Male,Bengaluru,83,Basic,2682.27,500,2,15,Annual,0
100963,60,Male,Bengaluru,113,Family,1492.91,500,1,18,Annual,0
100964,46,Female,Kolkata,64,Standard,3752.34,1000,3,20,Biannual,0
100965,37,Female,Pune,50,Premium,1398.78,100,5,13,Annual,0
100966,28,Male,Delhi,89,Basic,2947.09,500,1,11,Annual,0
100967,65,Male,Hyderabad,62,Basic,719.75,1000,1,28,Biannual,0
100968,71,Female,Delhi,36,Standard,2871.66,500,1,2,Biannual,0
100969,62,Female,Kolkata,27,Standard,3439.64,100,1,19,Biannual,0
100970,61,Male,Chennai,67,Premium,1199.25,50,0,18,Annual,0
100971,43,Male,Kolkata,115,Basic,2736.13,1000,1,23,Annual,0
100972,18,Male,Kolkata,30,Standard,2471.39,50,1,9,Monthly,0
100973,42,Female,Hyderabad,68,Premium,2056.55,100,2,20,Monthly,0
100974,50,Male,Kolkata,43,Family,2798.25,200,0,17,Annual,0
100975,57,Male,Chennai,43,Standard,2665.72,200,0,4,Monthly,0
100976,66,Female,Bengaluru,40,Basic,2958.46,1000,3,21,Monthly,0
100977,32,Male,Delhi,31,Basic,2290.45,50,3,26,Monthly,0
100978,55,Female,Hyderabad,90,Premium,1379.34,100,1,8,Biannual,0
100979,57,Female,Hyderabad,64,Standard,2697.01,1000,3,13,Biannual,1
100980,32,Female,Hyderabad,70,Standard,3174.14,500,0,4,Annual,1
100981,45,Male,Delhi,14,Standard,3724.1,1000,1,8,Annual,0
100982,69,Male,Bengaluru,20,Standard,3751.61,50,1,7,Biannual,1
100983,67,Male,Pune,109,Premium,1925.09,200,0,13,Annual,1
100984,66,Male,Mumbai,15,Basic,3587.44,100,0,29,Monthly,0
100985,20,Male,Mumbai,41,Premium,2684.43,200,3,8,Annual,1
100986,72,Male,Bengaluru,91,Basic,2536.12,200,2,3,Monthly,0
100987,35,Male,Delhi,82,Family,1747.03,200,3,25,Monthly,1
100988,74,Female,Chennai,77,Basic,3097.29,200,0,20,Biannual,0
100989,19,Female,Kolkata,63,Family,2482.0,200,1,15,Annual,0
100990,64,Male,Delhi,28,Premium,1421.53,200,3,7,Annual,0
100991,20,Male,Hyderabad,79,Basic,3239.12,500,1,20,Monthly,0
100992,68,Male,Kolkata,43,Basic,3274.9,500,0,28,Annual,1
100993,65,Male,Chennai,97,Family,256.54,100,3,9,Biannual,1
100994,48,Male,Chennai,52,Family,1651.07,50,3,16,Monthly,0
100995,27,Male,Hyderabad,118,Basic,917.32,1000,3,13,Biannual,0
100996,41,Female,Kolkata,95,Standard,653.57,100,2,27,Monthly,0
100997,66,Female,Hyderabad,39,Standard,1526.6,200,0,22,Annual,0
100998,22,Female,Bengaluru,30,Basic,2032.24,500,1,15,Annual,0
100999,63,Female,Chennai,42,Standard,2131.67,500,2,8,Annual,0
101000,62,Male,Bengaluru,33,Family,3889.91,200,4,13,Monthly,1
101001,54,Male,Pune,93,Premium,2090.08,100,0,17,Annual,0
101002,48,Female,Bengaluru,91,Basic,802.32,1000,1,24,Annual,1
101003,34,Male,Delhi,30,Standard,2942.32,50,2,15,Annual,0
101004,23,Female,Mumbai,1,Basic,3483.92,500,3,14,Monthly,0
101005,70,Female,Delhi,17,Basic,2363.33,1000,0,20,Monthly,0
101006,57,Male,Hyderabad,78,Family,2299.46,200,6,12,Monthly,0
101007,63,Female,Delhi,87,Basic,1738.05,50,4,22,Biannual,0
101008,19,Female,Bengaluru,59,Basic,1700.62,500,6,26,Annual,0
101009,44,Female,Pune,95,Basic,857.69,50,1,15,Annual,0
101010,50,Male,Chennai,58,Basic,3656.8,200,2,29,Annual,0
101011,65,Female,Delhi,95,Standard,1144.4,1000,2,12,Annual,0
101012,31,Female,Pune,1,Premium,3987.21,200,3,26,Monthly,1
101013,29,Female,Mumbai,73,Premium,961.13,100,3,27,Monthly,0
101014,57,Female,Mumbai,29,Basic,394.36,500,1,13,Annual,1
101015,29,Female,Pune,52,Basic,2436.61,50,2,16,Annual,0
101016,51,Male,Delhi,45,Standard,3841.66,200,4,9,Monthly,1
101017,55,Female,Kolkata,101,Standard,837.04,50,3,22,Monthly,0
101018,72,Female,Pune,105,Basic,2814.72,500,0,10,Monthly,0
101019,42,Female,Delhi,9,Standard,1354.07,50,2,0,Biannual,1
101020,44,Male,Hyderabad,51,Premium,1412.18,200,0,7,Monthly,0
101021,38,Male,Chennai,49,Premium,2912.05,200,5,15,Monthly,0
101022,50,Male,Hyderabad,33,Basic,3686.15,1000,1,13,Annual,0
101023,56,Male,Kolkata,70,Standard,1469.89,100,0,26,Biannual,0
101024,69,Female,Delhi,11,Premium,2939.96,500,3,20,Annual,0
101025,46,Male,Bengaluru,78,Family,1871.88,500,1,21,Annual,1
101026,36,Male,Kolkata,26,Basic,3833.39,200,5,14,Annual,0
101027,66,Male,Delhi,92,Standard,2310.97,200,3,5,Monthly,0
101028,19,Male,Hyderabad,10,Basic,3266.08,500,3,26,Annual,0
101029,62,Male,Bengaluru,36,Premium,2530.24,50,1,28,Monthly,1
101030,28,Male,Delhi,65,Family,1421.99,50,1,10,Annual,0
101031,28,Female,Pune,32,Premium,2004.11,1000,1,22,Annual,1
101032,66,Male,Pune,37,Basic,3163.51,500,2,24,Monthly,0
101033,58,Male,Bengaluru,21,Premium,2160.99,1000,1,18,Monthly,1
101034,20,Male,Kolkata,20,Basic,3658.08,200,0,22,Monthly,0
101035,49,Female,Mumbai,108,Family,1237.71,50,2,11,Annual,0
101036,57,Female,Mumbai,28,Basic,439.9,500,3,6,Annual,0
101037,49,Female,Pune,44,Premium,2174.37,1000,0,15,Monthly,0
101038,67,Male,Bengaluru,79,Premium,2023.29,1000,2,7,Monthly,0
101039,33,Female,Bengaluru,20,Basic,723.52,1000,2,5,Annual,1
101040,63,Female,Mumbai,29,Standard,2798.44,100,2,10,Monthly,1
101041,24,Female,Delhi,89,Premium,1341.92,200,1,7,Monthly,0
101042,38,Male,Chennai,63,Premium,676.48,200,1,15,Monthly,0
101043,40,Female,Delhi,45,Basic,2945.87,500,3,21,Annual,0
101044,26,Male,Hyderabad,107,Family,431.18,100,2,17,Monthly,0
101045,35,Female,Hyderabad,54,Family,2908.49,100,4,18,Monthly,0
101046,49,Other,Kolkata,77,Basic,3334.67,50,3,20,Biannual,1
101047,25,Female,Bengaluru,26,Basic,3129.94,100,2,1,Monthly,0
101048,60,Male,Bengaluru,106,Premium,2447.41,500,1,2,Annual,0
101049,27,Female,Hyderabad,28,Standard,2850.35,1000,2,23,Annual,1
101050,45,Female,Chennai,69,Family,3412.98,1000,1,13,Annual,0
101051,55,Male,Chennai,51,Basic,3694.68,50,4,29,Annual,0
101052,49,Male,Mumbai,2,Basic,1200.17,200,2,25,Biannual,0
101053,26,Female,Kolkata,23,Basic,1013.84,500,0,15,Biannual,0
101054,56,Male,Chennai,63,Basic,2894.92,500,1,11,Annual,0
101055,67,Female,Pune,44,Premium,3743.4,100,2,23,Monthly,0
101056,64,Male,Chennai,74,Standard,3308.04,100,2,7,Annual,0
101057,18,Female,Kolkata,15,Basic,1194.2,200,0,24,Monthly,0
101058,49,Male,Delhi,111,Basic,3584.81,200,2,26,Monthly,0
101059,41,Male,Delhi,101,Standard,2829.4,500,4,8,Biannual,0
101060,50,Female,Delhi,53,Basic,603.25,500,2,27,Annual,0
101061,25,Female,Hyderabad,107,Premium,2743.67,100,2,9,Annual,0
101062,18,Female,Pune,44,Basic,1469.89,1000,3,25,Biannual,1
101063,48,Female,Mumbai,53,Basic,2179.69,500,2,20,Annual,0
101064,45,Female,Kolkata,100,Basic,3306.97,500,1,12,Monthly,0
101065,53,Male,Chennai,84,Basic,3602.81,500,1,11,Annual,0
101066,66,Male,Bengaluru,74,Standard,2827.93,1000,4,15,Monthly,0
101067,38,Female,Chennai,34,Standard,2688.2,50,1,21,Monthly,0
101068,18,Male,Delhi,109,Standard,857.04,50,2,0,Monthly,0
101069,58,Male,Chennai,9,Standard,988.98,1000,2,11,Annual,0
101070,72,Male,Hyderabad,43,Basic,828.31,50,4,19,Biannual,0
101071,20,Male,Kolkata,50,Premium,2221.92,100,0,29,Monthly,0
101072,24,Female,Pune,50,Standard,222.42,50,1,10,Annual,0
101073,52,Female,Bengaluru,8,Basic,1389.23,1000,2,0,Monthly,0
101074,66,Female,Pune,68,Standard,580.61,500,3,15,Biannual,0
101075,67,Male,Mumbai,34,Standard,1391.02,50,0,3,Monthly,1
101076,31,Female,Delhi,91,Basic,1294.89,1000,0,15,Monthly,0
101077,63,Female,Chennai,120,Family,568.43,50,4,0,Monthly,0
101078,72,Female,Kolkata,112,Premium,2811.9,1000,3,11,Annual,0
101079,46,Male,Kolkata,112,Standard,1631.79,100,0,26,Annual,0
101080,22,Male,Pune,103,Standard,3378.18,200,1,3,Annual,0
101081,65,Female,Delhi,48,Standard,269.07,100,4,8,Annual,1
101082,38,Male,Delhi,40,Basic,661.63,50,2,17,Annual,1
101083,35,Male,Chennai,26,Basic,3608.88,1000,3,5,Annual,1
101084,57,Male,Chennai,67,Basic,2421.48,200,1,27,Biannual,1
101085,40,Male,Kolkata,3,Standard,3948.9,500,2,8,Annual,0
101086,36,Male,Chennai,12,Standard,2216.14,100,2,25,Monthly,0
101087,49,Female,Hyderabad,71,Standard,3540.53,500,1,14,Annual,0
101088,41,Male,Mumbai,30,Basic,1079.15,50,1,27,Monthly,0
101089,32,Male,Delhi,40,Basic,2624.1,200,8,23,Monthly,1
101090,34,Male,Mumbai,27,Standard,2484.43,50,3,14,Monthly,0
101091,35,Female,Hyderabad,47,Basic,2641.61,200,3,19,Annual,1
101092,25,Female,Chennai,90,Basic,1843.41,100,2,3,Monthly,0
101093,25,Male,Delhi,86,Standard,3484.7,500,2,27,Monthly,0
101094,68,Male,Delhi,110,Family,210.86,500,2,10,Annual,0
101095,53,Male,Hyderabad,118,Standard,3222.76,50,4,29,Biannual,0
101096,66,Female,Pune,87,Standard,814.57,50,2,9,Monthly,0
101097,18,Female,Hyderabad,70,Basic,3683.42,50,3,5,Annual,1
101098,39,Male,Kolkata,48,Basic,1775.75,500,6,25,Monthly,0
101099,47,Male,Bengaluru,52,Standard,989.17,200,0,25,Annual,0
101100,48,Female,Delhi,82,Family,571.86,1000,1,19,Monthly,0
101101,27,Male,Mumbai,66,Standard,1833.15,500,0,4,Biannual,0
101102,63,Female,Kolkata,26,Basic,3989.48,500,1,9,Annual,0
101103,74,Female,Pune,35,Standard,3660.53,1000,3,12,Monthly,1
101104,66,Male,Chennai,10,Family,1805.51,50,3,24,Annual,0
101105,27,Female,Chennai,74,Standard,2634.73,500,2,14,Annual,1
101106,19,Male,Chennai,18,Standard,1696.58,200,3,17,Monthly,0
101107,38,Female,Delhi,69,Family,1180.71,1000,2,23,Monthly,0
101108,34,Male,Mumbai,9,Premium,3889.11,500,3,15,Monthly,0
101109,33,Female,Bengaluru,43,Premium,649.09,200,2,18,Monthly,0
101110,64,Female,Kolkata,50,Basic,3017.7,50,1,26,Monthly,1
101111,60,Female,Kolkata,120,Basic,2591.2,50,1,28,Annual,0
101112,44,Female,Delhi,24,Standard,3677.39,1000,3,26,Monthly,0
101113,53,Female,Mumbai,105,Basic,1537.33,1000,2,4,Biannual,0
101114,20,Female,Kolkata,92,Premium,976.87,200,1,12,Monthly,0
101115,37,Male,Delhi,70,Basic,3141.07,500,1,1,Biannual,0
101116,23,Female,Kolkata,69,Premium,3393.65,1000,2,21,Monthly,0
101117,31,Male,Pune,23,Standard,591.24,1000,3,21,Monthly,0
101118,20,Male,Hyderabad,2,Standard,2884.36,1000,3,26,Biannual,0
101119,50,Female,Hyderabad,6,Basic,684.84,50,1,5,Annual,0
101120,58,Female,Hyderabad,32,Basic,1424.2,500,3,17,Annual,0
101121,56,Female,Bengaluru,13,Standard,3867.47,200,1,24,Annual,1
101122,49,Male,Chennai,119,Standard,922.38,200,2,9,Annual,0
101123,29,Male,Pune,105,Basic,1551.06,1000,4,21,Annual,0
101124,40,Male,Hyderabad,72,Premium,3017.4,50,1,25,Biannual,1
101125,18,Female,Kolkata,75,Basic,2911.15,1000,1,15,Monthly,0
101126,39,Female,Kolkata,27,Family,2962.47,200,0,11,Monthly,0
101127,61,Female,Kolkata,81,Basic,638.28,500,2,14,Monthly,0
101128,19,Other,Hyderabad,27,Basic,3669.47,50,3,5,Monthly,0
101129,32,Female,Mumbai,63,Standard,2152.28,100,6,20,Annual,0
101130,36,Female,Hyderabad,65,Premium,2671.24,100,1,23,Annual,1
101131,73,Female,Bengaluru,2,Premium,2944.77,1000,3,0,Annual,0
101132,53,Female,Bengaluru,49,Standard,2878.36,100,3,9,Monthly,0
101133,28,Male,Chennai,83,Basic,2827.25,1000,3,12,Monthly,0
101134,52,Female,Chennai,95,Standard,2562.17,50,2,24,Monthly,0
101135,67,Male,Hyderabad,32,Basic,3006.09,1000,3,14,Biannual,0
101136,24,Other,Hyderabad,89,Standard,2218.77,50,5,14,Annual,0
101137,28,Female,Delhi,18,Standard,901.16,1000,3,26,Annual,0
101138,64,Female,Delhi,117,Standard,3152.38,200,2,15,Biannual,0
101139,44,Male,Chennai,78,Premium,3283.99,50,2,19,Annual,0
101140,71,Other,Delhi,1,Family,1747.65,500,3,26,Monthly,1
101141,64,Female,Pune,99,Family,3885.68,50,4,15,Annual,1
101142,32,Other,Pune,19,Family,1385.15,50,3,17,Biannual,0
101143,25,Other,Bengaluru,22,Basic,2874.55,200,0,14,Monthly,1
101144,47,Male,Mumbai,27,Premium,2366.66,1000,0,1,Annual,1
101145,48,Female,Mumbai,53,Premium,590.01,1000,5,14,Monthly,0
101146,60,Female,Kolkata,85,Standard,400.35,100,3,18,Monthly,0
101147,63,Male,Chennai,34,Basic,394.25,500,0,26,Annual,0
101148,42,Female,Bengaluru,61,Standard,3842.84,1000,9,10,Biannual,0
101149,62,Male,Chennai,57,Premium,3234.18,100,3,23,Biannual,0
101150,26,Female,Kolkata,12,Basic,3602.71,200,3,19,Annual,1
101151,74,Male,Pune,89,Basic,1226.81,100,4,26,Biannual,0
101152,74,Female,Bengaluru,30,Basic,1811.28,50,2,9,Annual,0
101153,43,Other,Pune,49,Standard,850.11,100,3,18,Monthly,0
101154,49,Male,Mumbai,62,Standard,3208.37,100,4,25,Monthly,1
101155,59,Male,Pune,1,Basic,412.33,500,1,13,Monthly,0
101156,60,Male,Chennai,14,Basic,2154.32,50,0,6,Monthly,1
101157,42,Other,Bengaluru,66,Standard,2923.41,500,6,22,Monthly,0
101158,32,Female,Bengaluru,47,Family,432.71,500,0,6,Monthly,0
101159,53,Female,Mumbai,89,Premium,3029.47,200,3,15,Annual,0
101160,33,Female,Pune,54,Premium,2929.48,200,3,28,Annual,0
101161,28,Male,Chennai,70,Basic,1656.51,500,1,15,Annual,1
101162,51,Male,Mumbai,115,Basic,565.58,200,2,9,Monthly,0
101163,28,Male,Bengaluru,113,Family,2822.05,1000,1,19,Monthly,0
101164,60,Male,Bengaluru,118,Family,749.51,100,2,27,Monthly,0
101165,66,Female,Delhi,65,Standard,1758.55,500,2,25,Annual,0
101166,45,Female,Hyderabad,87,Standard,3528.44,200,0,9,Monthly,0
101167,62,Male,Bengaluru,68,Basic,3904.58,100,5,1,Biannual,0
101168,67,Female,Mumbai,72,Premium,3322.47,50,1,20,Monthly,0
101169,47,Male,Pune,70,Standard,3921.57,1000,2,20,Biannual,1
101170,49,Male,Hyderabad,42,Basic,359.26,100,0,16,Biannual,1
101171,26,Male,Delhi,37,Basic,3880.88,100,0,23,Monthly,1
101172,61,Male,Mumbai,24,Basic,2210.65,50,1,9,Biannual,0
101173,66,Female,Mumbai,29,Standard,996.72,200,0,2,Monthly,0
101174,26,Female,Hyderabad,54,Standard,3752.57,500,1,15,Annual,0
101175,41,Female,Delhi,55,Premium,288.26,50,1,16,Annual,0
101176,54,Female,Pune,3,Premium,1992.3,200,4,8,Monthly,1
101177,70,Female,Chennai,116,Basic,369.59,100,2,21,Annual,0
101178,34,Other,Pune,53,Standard,1869.98,500,3,13,Monthly,0
101179,23,Male,Chennai,54,Family,868.11,200,1,12,Monthly,1
101180,49,Female,Mumbai,7,Basic,2648.89,500,1,12,Annual,0
101181,60,Male,Hyderabad,70,Standard,3380.82,500,3,28,Annual,0
101182,30,Male,Delhi,16,Premium,627.24,500,2,20,Biannual,0
101183,62,Male,Hyderabad,7,Basic,308.42,200,3,12,Biannual,0
101184,37,Female,Kolkata,81,Premium,3535.22,200,0,8,Annual,0
101185,21,Male,Kolkata,12,Standard,404.96,1000,4,24,Annual,0
101186,30,Male,Kolkata,25,Standard,3204.25,200,2,6,Biannual,1
101187,56,Male,Mumbai,113,Standard,1496.45,200,4,25,Monthly,1
101188,67,Male,Pune,117,Family,3522.43,50,3,0,Monthly,0
101189,67,Male,Kolkata,43,Premium,2227.97,500,2,3,Annual,1
101190,30,Female,Mumbai,73,Standard,2578.76,500,2,7,Monthly,0
101191,71,Female,Delhi,40,Basic,3895.68,1000,1,13,Annual,0
101192,52,Female,Delhi,85,Premium,3587.98,1000,6,25,Monthly,0
101193,66,Female,Delhi,76,Standard,3940.55,1000,3,19,Monthly,0
101194,23,Female,Chennai,113,Standard,891.07,50,0,18,Biannual,1
101195,34,Male,Pune,105,Family,2691.49,200,1,1,Monthly,1
101196,53,Female,Mumbai,56,Family,1186.49,500,4,13,Annual,0
101197,22,Male,Bengaluru,73,Premium,3695.48,200,3,27,Annual,0
101198,44,Male,Pune,100,Standard,1727.4,100,3,12,Annual,0
101199,63,Female,Mumbai,103,Standard,1443.97,50,2,13,Monthly,1
101200,35,Female,Delhi,80,Standard,370.75,100,0,18,Annual,0
101201,69,Male,Chennai,45,Standard,564.62,200,4,25,Annual,1
101202,58,Female,Mumbai,73,Standard,3611.39,100,1,1,Annual,1
101203,39,Female,Kolkata,20,Standard,2796.67,100,2,23,Annual,0
101204,22,Male,Bengaluru,95,Standard,2830.8,50,4,11,Annual,0
101205,36,Female,Delhi,12,Premium,422.97,200,1,24,Biannual,0
101206,51,Female,Chennai,13,Standard,3289.08,100,0,9,Annual,0
101207,21,Other,Hyderabad,105,Family,2579.71,500,1,28,Monthly,0
101208,32,Male,Delhi,89,Family,3377.94,100,1,18,Annual,1
101209,21,Male,Delhi,38,Standard,1788.17,500,2,2,Annual,0
101210,67,Male,Hyderabad,84,Standard,3004.72,1000,1,25,Monthly,0
101211,24,Male,Bengaluru,59,Premium,1405.43,500,3,4,Monthly,0
101212,40,Male,Delhi,29,Family,3831.72,500,5,25,Monthly,1
101213,47,Male,Kolkata,116,Family,3132.25,50,1,14,Annual,0
101214,73,Female,Mumbai,44,Basic,1423.19,1000,3,12,Biannual,0
101215,72,Female,Chennai,40,Standard,1918.49,50,3,20,Biannual,0
101216,25,Male,Delhi,108,Basic,3297.62,200,4,21,Monthly,0
101217,19,Male,Mumbai,103,Standard,2987.48,200,3,8,Monthly,0
101218,31,Female,Pune,117,Standard,1577.05,100,1,8,Monthly,0
101219,71,Male,Pune,23,Basic,1525.97,50,2,19,Monthly,0
101220,37,Female,Bengaluru,57,Family,3421.55,1000,4,9,Monthly,0
101221,56,Male,Bengaluru,43,Premium,3580.86,200,1,19,Annual,0
101222,22,Male,Delhi,25,Premium,377.09,100,1,21,Monthly,0
101223,34,Female,Kolkata,98,Basic,2200.36,1000,3,23,Monthly,0
101224,54,Male,Mumbai,112,Premium,2410.98,500,2,21,Annual,0
101225,29,Female,Pune,73,Premium,3401.85,100,1,25,Monthly,1
101226,37,Male,Bengaluru,51,Standard,259.78,200,1,21,Monthly,0
101227,26,Female,Mumbai,17,Basic,1561.23,50,0,28,Monthly,0
101228,52,Female,Chennai,83,Premium,2104.77,50,0,25,Monthly,0
101229,33,Female,Mumbai,40,Family,1812.11,1000,1,6,Annual,0
101230,58,Male,Hyderabad,16,Basic,2009.28,200,1,7,Monthly,1
101231,44,Female,Kolkata,58,Premium,3510.47,100,3,11,Monthly,0
101232,21,Male,Mumbai,89,Basic,3446.57,500,1,15,Monthly,0
101233,43,Female,Chennai,66,Basic,3668.28,1000,2,1,Monthly,0
101234,46,Female,Chennai,22,Family,610.62,500,3,10,Monthly,0
101235,20,Other,Pune,19,Basic,2020.27,1000,4,23,Monthly,0
101236,51,Female,Mumbai,82,Basic,1175.93,100,1,25,Annual,1
101237,59,Female,Pune,41,Family,613.6,50,1,23,Biannual,1
101238,61,Female,Mumbai,72,Family,3658.08,1000,3,26,Annual,0
101239,48,Female,Bengaluru,73,Premium,545.72,100,3,22,Annual,0
101240,40,Female,Chennai,80,Standard,3089.45,200,2,16,Monthly,1
101241,43,Female,Mumbai,84,Basic,3262.04,1000,2,4,Monthly,0
101242,70,Male,Chennai,100,Premium,3003.43,1000,3,21,Biannual,0
101243,59,Female,Pune,10,Premium,2622.37,100,1,27,Monthly,0
101244,40,Male,Bengaluru,51,Standard,663.63,100,3,13,Monthly,1
101245,61,Male,Kolkata,108,Basic,481.31,100,0,18,Monthly,0
101246,25,Female,Pune,20,Standard,3305.75,500,6,20,Monthly,0
101247,42,Female,Delhi,79,Basic,3823.11,1000,2,19,Annual,0
101248,49,Female,Chennai,90,Basic,3946.27,500,1,1,Annual,1
101249,28,Male,Delhi,13,Basic,1643.05,50,7,19,Monthly,0
101250,33,Male,Chennai,68,Premium,2572.08,50,1,26,Monthly,0
101251,65,Male,Mumbai,50,Standard,1057.03,50,3,29,Annual,0
101252,49,Male,Mumbai,85,Premium,2129.56,1000,0,5,Annual,0
101253,43,Female,Chennai,41,Premium,2558.56,200,0,20,Monthly,0
101254,40,Female,Hyderabad,118,Premium,3018.55,200,3,6,Biannual,0
101255,54,Male,Bengaluru,31,Basic,307.31,1000,2,26,Biannual,0
101256,40,Female,Delhi,30,Standard,512.04,500,2,0,Annual,0
101257,49,Female,Delhi,84,Premium,3346.34,50,2,6,Monthly,0
101258,48,Other,Mumbai,35,Basic,1262.29,1000,4,18,Biannual,0
101259,22,Male,Hyderabad,88,Standard,3568.87,100,1,20,Monthly,0
101260,23,Female,Mumbai,28,Basic,2537.96,50,4,23,Annual,0
101261,73,Female,Mumbai,28,Premium,1335.32,200,6,16,Annual,0
101262,46,Male,Mumbai,116,Basic,2883.75,100,1,21,Monthly,0
101263,54,Male,Kolkata,95,Premium,3787.42,100,1,19,Annual,1
101264,33,Male,Kolkata,75,Basic,1740.61,200,4,0,Annual,0
101265,34,Female,Bengaluru,64,Basic,1891.22,50,1,8,Monthly,0
101266,63,Female,Bengaluru,24,Standard,3024.54,50,4,24,Annual,0
101267,39,Male,Hyderabad,95,Premium,2101.11,100,1,11,Monthly,0
101268,20,Male,Chennai,110,Standard,3598.81,200,1,1,Annual,0
